,Name,Time Ago,Like,Comment
357,@Iraia_Roberts,1 month ago,0,"I'm a low income factory worker who had a go at the investment game with ""investous"" I saw an add that had made false claims. I only lost $350:00 because I didn't like the way the broker kept asking for money all the time.He even wanted me to to take loans out on my home. I went ballistic at the guy. Investous distance themselves from the advertisers. Not a problem to get suckers to invest from that false advertising though."
358,@hugonavakopp,1 month ago,0,Judging from the title I thought this was a video about how the financial system screws the working man on a daily basis
359,@yalidoletupua9530,1 month ago,0,Scammers thrive on greed!  If people were content with what they have however little scammers will not thrive.
360,@Redmoom,1 month ago,5,Seems to me that Goverment's across the globe should unite in teaming up in both investigation and prosecuting all scammers.  It's become a worldwide epidemic.  When caught even the lowest on the chain should receive harsh sentences to discourage any involvement.
361,@franciscoserrano4274,1 month ago,0,This is investigative journalism.
362,@franciscoherrera-lw2ir,1 month ago,0,"Thanks very much to the great journalist job.
A job that the police should be investigating so why we have to pay higher taxes to the government if they are not protecting us from these criminals .
This lady is a hero she does very professional work than the police. 
God bless you."
363,@andriytatchyn6497,1 month ago,0,Please help me to understand how the investment platform is different from online gambling or casinos. And why we call them scammers while still keep gambling and casino business legitimate and open?
364,@patscanlon6778,1 month ago,0,God bless you for trying..  Please keep going good luck from Ireland
365,@winterdaisy5610,1 month ago,2,"If I were that Mr X in England, of course I would deny all the accusations, just because I were Friends with them on Facebook. Connection and friends on Facebook while could be useful in investigation, but is a joke when used to accuse them."
366,@blox4513,1 month ago,50,I work in the financial services industry and have seen a rise in scams and fraud companies targeting inexperienced retail customers over the past few years. Economic policies favoring corporations and the richest 10% over working and middle class citizens that are desperate and struggle to make ends meet create the perfect enviroment for scammers and fraudsters.
367,@randyschwing9102,1 month ago,1,"Always ask yourself 1 simple question:
If YOU had the secret to making continuous profits from anything...would you share it with the general public?"
368,@goddesseddog,1 month ago,0,"fantastic title, accurately said"
369,@gloriamurphy9842,1 month ago,1,Truly Tragic!!!
370,@benchippy8039,1 month ago,0,I’d be interested to see a BBC deep dive into the FTX scandal. Not only did average people loose billions the Ukrainian government were also investing Into FTX while Sam Bankman fried was supporting the Democratic Party financially. Definitely some difficult questions need answered there
371,@fesimco4339,1 month ago,0,If he's in witness protection how the hell did you track him down?!?!
372,@raymondcaylor6292,1 month ago,12,Good use of documents that have been publicly available for 7 YEARS this month. I guess they had to uncover the names to connect the dots. Well done. This is what journalists are supposed to be doing.
373,@johnharris8450,1 month ago,0,So wish someone could investigate Antoun Toubia he has been doing exactly this for years all around the world and getting away with it.
374,@jackireland1927,1 month ago,0,some rare good journalism from the bbc
375,@WenyConsultant,1 month ago,0,"Nice investigation 
Thanks for the information"
376,@Capeau,1 month ago,0,Wave a lot of money in front of people and you'd be amazed at how fast you can make them do stupid things.
377,@chammo10,1 month ago,1,Behind every great fortune is a great crime.
378,@dentonfender6492,1 month ago,12,"If the conned investors got together, and hired an equally ruthless bunch to find the instigators of the fraud, and do some damage to them, maybe the fraudsters would refrain from any future crimes. As it is, the fraudsters are not paying the price for their crimes. They need to be taught a lesson!"
379,@Trevor_Austin,1 month ago,0,"Deals that are too good to be true… Another top tip is that anything to do with money and football belongs in La-La land. Lastly, only ever do financial investments with someone whose lapels you can grab, windows you can put through or blood relatives you can ‘explain’ your problems to."
380,@ChiPpification,1 month ago,0,"Europe should close it's doors to any one from these types of countries period! 
... Great work  great journalist !"
381,@kaderterki807,1 month ago,0,Wherever you find greedy people you'll find scammers
382,@Justwantahover,1 month ago,0,If you steal from a shop you get punished. If you steal from a house by burgling you get punished. But not stealing with a computer? Is it hard to prove that they did it? Is that why they don't get prosecuted?
383,@1959Berre,1 month ago,0,"When it comes to money trust nobody, not even your own bank manager."
384,@jodytaylor6468,1 month ago,16,"I was a victim of SamTradeFX, basically the same setup but in Singapore, many users from Indonesia too. They were the official shirt sponsor of Valencia FC. Fortunately, the Singaporean police and monetary authority of Singapore have made an investigation and is currently in court. But the chances of money returning is basically 0. The founder, doesn't look like he will be charged either. It's a mess. I lost $100k USD in this scam."
